Sub-subheading,Subheading,Main Heading,Links,Full Links,Main Heading_translated,Subheading_translated,Sub-subheading_translated
Attestation de déplacement numérique,France,Désinformation par pays et secteurs géographiques,"['/wiki/Facebook', '/wiki/WhatsApp', '/wiki/Téléphone_mobile', '/wiki/Code_QR', ""/wiki/Ministère_de_l'Intérieur_(France)"", '/wiki/Numerama', '/wiki/Next_INpact', '/wiki/Contrefaçon']","['https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/WhatsApp', 'https://fr.wikipedia.org/wiki/Téléphone_mobile', 'https://fr.wikipedia.org/wiki/Code_QR', ""https://fr.wikipedia.org/wiki/Ministère_de_l'Intérieur_(France)"", 'https://fr.wikipedia.org/wiki/Numerama', 'https://fr.wikipedia.org/wiki/Next_INpact', 'https://fr.wikipedia.org/wiki/Contrefaçon']",Disinformation by country and geographic sectors,France,Digital displacement certificate
Bactérie intestinale et mort du coronavirus,France,Désinformation par pays et secteurs géographiques,"['/wiki/Réseau_social', '/wiki/SARS-CoV-2', '/wiki/Bactériophage', '/wiki/Bactérie', '/wiki/Microbiote_intestinal_humain', '/wiki/Gram_négatif', '/wiki/Famille_(biologie)', '/wiki/Prevotellaceae', '/wiki/Prevotella', '/wiki/Genre_(biologie)', '/wiki/Personne_âgée', '/wiki/Obésité', '/wiki/Surmortalité', '/wiki/Infectiologie', '/wiki/Le_Monde', '/wiki/Institut_Pasteur', '/wiki/Infectiologie', '/wiki/Infox', '/wiki/Société_française_de_microbiologie', '/wiki/Genre_(biologie)', '/wiki/Commensalisme', ""/wiki/Syndrome_d'immunodéficience_acquise"", '/wiki/Immunodéficience', '/wiki/Bengale-Occidental', '/wiki/Preprint', '/wiki/Hong_Kong', '/wiki/Gastro-entérologie', '/wiki/Nutrition', '/wiki/Microbiote', '/wiki/Souris_de_laboratoire', '/wiki/Streptococcus_pneumoniae', '/wiki/Streptococcus_pneumoniae', '/wiki/Métagénomique', '/wiki/Homéostasie', '/wiki/Syndrome_de_Lemierre', ""/wiki/Virus_d'Epstein-Barr"", '/wiki/Co-infection', '/wiki/Métagénomique', '/wiki/Anaérobie', '/wiki/Prépublication_(édition_scientifique)', '/wiki/Maladie_virale', '/wiki/Protéine', '/wiki/Système_immunitaire', '/wiki/Cellule_(biologie)', '/wiki/Libération_(journal)', '/wiki/Le_Monde', '/wiki/Théorie_du_complot']","['https://fr.wikipedia.org/wiki/Réseau_social', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Bactériophage', 'https://fr.wikipedia.org/wiki/Bactérie', 'https://fr.wikipedia.org/wiki/Microbiote_intestinal_humain', 'https://fr.wikipedia.org/wiki/Gram_négatif', 'https://fr.wikipedia.org/wiki/Famille_(biologie)', 'https://fr.wikipedia.org/wiki/Prevotellaceae', 'https://fr.wikipedia.org/wiki/Prevotella', 'https://fr.wikipedia.org/wiki/Genre_(biologie)', 'https://fr.wikipedia.org/wiki/Personne_âgée', 'https://fr.wikipedia.org/wiki/Obésité', 'https://fr.wikipedia.org/wiki/Surmortalité', 'https://fr.wikipedia.org/wiki/Infectiologie', 'https://fr.wikipedia.org/wiki/Le_Monde', 'https://fr.wikipedia.org/wiki/Institut_Pasteur', 'https://fr.wikipedia.org/wiki/Infectiologie', 'https://fr.wikipedia.org/wiki/Infox', 'https://fr.wikipedia.org/wiki/Société_française_de_microbiologie', 'https://fr.wikipedia.org/wiki/Genre_(biologie)', 'https://fr.wikipedia.org/wiki/Commensalisme', ""https://fr.wikipedia.org/wiki/Syndrome_d'immunodéficience_acquise"", 'https://fr.wikipedia.org/wiki/Immunodéficience', 'https://fr.wikipedia.org/wiki/Bengale-Occidental', 'https://fr.wikipedia.org/wiki/Preprint', 'https://fr.wikipedia.org/wiki/Hong_Kong', 'https://fr.wikipedia.org/wiki/Gastro-entérologie', 'https://fr.wikipedia.org/wiki/Nutrition', 'https://fr.wikipedia.org/wiki/Microbiote', 'https://fr.wikipedia.org/wiki/Souris_de_laboratoire', 'https://fr.wikipedia.org/wiki/Streptococcus_pneumoniae', 'https://fr.wikipedia.org/wiki/Streptococcus_pneumoniae', 'https://fr.wikipedia.org/wiki/Métagénomique', 'https://fr.wikipedia.org/wiki/Homéostasie', 'https://fr.wikipedia.org/wiki/Syndrome_de_Lemierre', ""https://fr.wikipedia.org/wiki/Virus_d'Epstein-Barr"", 'https://fr.wikipedia.org/wiki/Co-infection', 'https://fr.wikipedia.org/wiki/Métagénomique', 'https://fr.wikipedia.org/wiki/Anaérobie', 'https://fr.wikipedia.org/wiki/Prépublication_(édition_scientifique)', 'https://fr.wikipedia.org/wiki/Maladie_virale', 'https://fr.wikipedia.org/wiki/Protéine', 'https://fr.wikipedia.org/wiki/Système_immunitaire', 'https://fr.wikipedia.org/wiki/Cellule_(biologie)', 'https://fr.wikipedia.org/wiki/Libération_(journal)', 'https://fr.wikipedia.org/wiki/Le_Monde', 'https://fr.wikipedia.org/wiki/Théorie_du_complot']",Disinformation by country and geographic sectors,France,Intestinal bacteria and death of the coronavirus
Autres désinformations sur les réseaux sociaux,France,Désinformation par pays et secteurs géographiques,"['/wiki/Réseau_social', '/wiki/Karine_Lacombe', '/wiki/Hôpital_Saint-Antoine', '/wiki/Didier_Raoult', ""/wiki/Conflit_d'intérêts"", '/wiki/Wikipédia_en_français', '/wiki/Twitter', '/wiki/Source_(information)#Source_secondaire', '/wiki/Notoriété', '/wiki/Génétique', '/wiki/Alexandra_Henrion-Caude', '/wiki/Micro-ARN', '/wiki/Hold-up_(film,_2020)', '/wiki/TV_Libertés', '/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', '/wiki/Vidéaste_web', '/wiki/Thierry_Casasnovas', '/wiki/QAnon']","['https://fr.wikipedia.org/wiki/Réseau_social', 'https://fr.wikipedia.org/wiki/Karine_Lacombe', 'https://fr.wikipedia.org/wiki/Hôpital_Saint-Antoine', 'https://fr.wikipedia.org/wiki/Didier_Raoult', ""https://fr.wikipedia.org/wiki/Conflit_d'intérêts"", 'https://fr.wikipedia.org/wiki/Wikipédia_en_français', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Source_(information)#Source_secondaire', 'https://fr.wikipedia.org/wiki/Notoriété', 'https://fr.wikipedia.org/wiki/Génétique', 'https://fr.wikipedia.org/wiki/Alexandra_Henrion-Caude', 'https://fr.wikipedia.org/wiki/Micro-ARN', 'https://fr.wikipedia.org/wiki/Hold-up_(film,_2020)', 'https://fr.wikipedia.org/wiki/TV_Libertés', 'https://fr.wikipedia.org/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', 'https://fr.wikipedia.org/wiki/Vidéaste_web', 'https://fr.wikipedia.org/wiki/Thierry_Casasnovas', 'https://fr.wikipedia.org/wiki/QAnon']",Disinformation by country and geographic sectors,France,Other disinformation on social networks
Fausses informations diffusées en France concernant d'autres pays,France,Désinformation par pays et secteurs géographiques,"['/wiki/Maroc', '/wiki/Réquisition', '/wiki/Chloroquine', '/wiki/Hydroxychloroquine', '/wiki/Bayer_(entreprise)', '/wiki/Chine', '/wiki/Chloroquine', '/wiki/Pakistan', '/wiki/Guangdong', '/wiki/Suisse', '/wiki/Donald_Trump', '/wiki/États-Unis']","['https://fr.wikipedia.org/wiki/Maroc', 'https://fr.wikipedia.org/wiki/Réquisition', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Bayer_(entreprise)', 'https://fr.wikipedia.org/wiki/Chine', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Pakistan', 'https://fr.wikipedia.org/wiki/Guangdong', 'https://fr.wikipedia.org/wiki/Suisse', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/États-Unis']",Disinformation by country and geographic sectors,France,False information disseminated in France concerning other countries
Grèce,Grèce,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Grèce', '/wiki/Église_de_Grèce', '/wiki/Eucharistie', '/wiki/Hostie', '/wiki/Calice_(liturgie)', '/wiki/Saint-Synode', '/wiki/Nouvelle_Démocratie_(Grèce)', '/wiki/Ligne_directe', '/wiki/Solution_grecque', '/wiki/Kyriákos_Velópoulos']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Grèce', 'https://fr.wikipedia.org/wiki/Église_de_Grèce', 'https://fr.wikipedia.org/wiki/Eucharistie', 'https://fr.wikipedia.org/wiki/Hostie', 'https://fr.wikipedia.org/wiki/Calice_(liturgie)', 'https://fr.wikipedia.org/wiki/Saint-Synode', 'https://fr.wikipedia.org/wiki/Nouvelle_Démocratie_(Grèce)', 'https://fr.wikipedia.org/wiki/Ligne_directe', 'https://fr.wikipedia.org/wiki/Solution_grecque', 'https://fr.wikipedia.org/wiki/Kyriákos_Velópoulos']",Disinformation by country and geographic sectors,Greece,Greece
Hongrie,Hongrie,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Hongrie', '/wiki/Réseau_social', '/wiki/Personne_âgée', '/wiki/Hongrie', '/wiki/Bakou', '/wiki/Azerbaïdjan', '/wiki/BBC', '/wiki/Reuters']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Hongrie', 'https://fr.wikipedia.org/wiki/Réseau_social', 'https://fr.wikipedia.org/wiki/Personne_âgée', 'https://fr.wikipedia.org/wiki/Hongrie', 'https://fr.wikipedia.org/wiki/Bakou', 'https://fr.wikipedia.org/wiki/Azerbaïdjan', 'https://fr.wikipedia.org/wiki/BBC', 'https://fr.wikipedia.org/wiki/Reuters']",Disinformation by country and geographic sectors,Hungary,Hungary
Inde,Inde,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Inde', '/wiki/Bharatiya_Janata_Party', '/wiki/Namasté', '/wiki/Assalamu_alaykum', '/wiki/Applaudissement', '/wiki/Hindutva']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Inde', 'https://fr.wikipedia.org/wiki/Bharatiya_Janata_Party', 'https://fr.wikipedia.org/wiki/Namasté', 'https://fr.wikipedia.org/wiki/Assalamu_alaykum', 'https://fr.wikipedia.org/wiki/Applaudissement', 'https://fr.wikipedia.org/wiki/Hindutva']",Disinformation by country and geographic sectors,Inde,Inde
Israël,Israël,Désinformation par pays et secteurs géographiques,"['/wiki/Yaakov_Litzman', '/wiki/Meir_Mazuz']","['https://fr.wikipedia.org/wiki/Yaakov_Litzman', 'https://fr.wikipedia.org/wiki/Meir_Mazuz']",Disinformation by country and geographic sectors,Israel,Israel
Italie,Italie,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_en_Italie', '/wiki/Facebook', '/wiki/Italie_(région_géographique)', '/wiki/Maladie_à_coronavirus_2019', '/wiki/Italie', '/wiki/Pandémie_de_Covid-19_en_Italie']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Italie', 'https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/Italie_(région_géographique)', 'https://fr.wikipedia.org/wiki/Maladie_à_coronavirus_2019', 'https://fr.wikipedia.org/wiki/Italie', 'https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Italie']",Disinformation by country and geographic sectors,Italy,Italy
Maroc,Maroc,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Maroc', '/wiki/Rapport_sexuel', '/wiki/Plainte', ""/wiki/Ordre_public#Trouble_à_l'ordre_public"", '/wiki/Nador_(Maroc)']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Maroc', 'https://fr.wikipedia.org/wiki/Rapport_sexuel', 'https://fr.wikipedia.org/wiki/Plainte', ""https://fr.wikipedia.org/wiki/Ordre_public#Trouble_à_l'ordre_public"", 'https://fr.wikipedia.org/wiki/Nador_(Maroc)']",Disinformation by country and geographic sectors,Morocco,Morocco
Nigeria,Nigeria,Désinformation par pays et secteurs géographiques,"['/wiki/WhatsApp', '/wiki/Lagos', '/wiki/Nigeria']","['https://fr.wikipedia.org/wiki/WhatsApp', 'https://fr.wikipedia.org/wiki/Lagos', 'https://fr.wikipedia.org/wiki/Nigeria']",Disinformation by country and geographic sectors,Nigeria,Nigeria
Sénégal,Sénégal,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Sénégal', ""/wiki/Afrique_de_l'Ouest"", '/wiki/Sénégal', '/wiki/Rumeur']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Sénégal', ""https://fr.wikipedia.org/wiki/Afrique_de_l'Ouest"", 'https://fr.wikipedia.org/wiki/Sénégal', 'https://fr.wikipedia.org/wiki/Rumeur']",Disinformation by country and geographic sectors,Senegal,Senegal
Suisse,Suisse,Désinformation par pays et secteurs géographiques,"['/wiki/Suisse_alémanique', '/wiki/Suisse_romande', '/wiki/Canton_de_Genève', '/wiki/Chloé_Frammery']","['https://fr.wikipedia.org/wiki/Suisse_alémanique', 'https://fr.wikipedia.org/wiki/Suisse_romande', 'https://fr.wikipedia.org/wiki/Canton_de_Genève', 'https://fr.wikipedia.org/wiki/Chloé_Frammery']",Disinformation by country and geographic sectors,Suisse,Suisse
Venezuela,Venezuela,Désinformation par pays et secteurs géographiques,"['/wiki/Pandémie_de_Covid-19_au_Venezuela', '/wiki/Assemblée_nationale_constituante_vénézuélienne_de_2017', '/wiki/Cymbopogon', '/wiki/Sureau', '/wiki/Gingembre', '/wiki/Bioterrorisme', '/wiki/Russie', '/wiki/Chine', '/wiki/Nicolás_Maduro', '/wiki/Twitter', '/wiki/Facebook', '/wiki/Institut_vénézuélien_de_la_recherche_scientifique', '/wiki/Agence_France-Presse', '/wiki/Vérification_des_faits']","['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_au_Venezuela', 'https://fr.wikipedia.org/wiki/Assemblée_nationale_constituante_vénézuélienne_de_2017', 'https://fr.wikipedia.org/wiki/Cymbopogon', 'https://fr.wikipedia.org/wiki/Sureau', 'https://fr.wikipedia.org/wiki/Gingembre', 'https://fr.wikipedia.org/wiki/Bioterrorisme', 'https://fr.wikipedia.org/wiki/Russie', 'https://fr.wikipedia.org/wiki/Chine', 'https://fr.wikipedia.org/wiki/Nicolás_Maduro', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/Institut_vénézuélien_de_la_recherche_scientifique', 'https://fr.wikipedia.org/wiki/Agence_France-Presse', 'https://fr.wikipedia.org/wiki/Vérification_des_faits']",Disinformation by country and geographic sectors,Venezuela,Venezuela
États-Unis,États-Unis,Désinformation des gouvernements et dirigeants,"['/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation of governments and managers,UNITED STATES,UNITED STATES
Gouvernement chinois,Gouvernement chinois,Désinformation des gouvernements et dirigeants,[],[],Disinformation of governments and managers,Chinese government,Chinese government
Relatif à la mauvaise gestion de la crise par le gouvernement,Gouvernement chinois,Désinformation des gouvernements et dirigeants,"[""/wiki/Lanceur_d'alerte"", '/wiki/Li_Wenliang', '/wiki/Coronavirus', '/wiki/Coronavirus_lié_au_syndrome_respiratoire_aigu_sévère', '/wiki/Syndrome_respiratoire_aigu_sévère', '/wiki/Commission_nationale_de_la_santé', '/wiki/Construction_modulaire', '/wiki/Hôpital_Huoshenshan', '/wiki/Secrétaire_général_du_Parti_communiste_chinois', '/wiki/Xi_Jinping']","[""https://fr.wikipedia.org/wiki/Lanceur_d'alerte"", 'https://fr.wikipedia.org/wiki/Li_Wenliang', 'https://fr.wikipedia.org/wiki/Coronavirus', 'https://fr.wikipedia.org/wiki/Coronavirus_lié_au_syndrome_respiratoire_aigu_sévère', 'https://fr.wikipedia.org/wiki/Syndrome_respiratoire_aigu_sévère', 'https://fr.wikipedia.org/wiki/Commission_nationale_de_la_santé', 'https://fr.wikipedia.org/wiki/Construction_modulaire', 'https://fr.wikipedia.org/wiki/Hôpital_Huoshenshan', 'https://fr.wikipedia.org/wiki/Secrétaire_général_du_Parti_communiste_chinois', 'https://fr.wikipedia.org/wiki/Xi_Jinping']",Disinformation of governments and managers,Chinese government,Relating to the mismanagement of the crisis by the government
Relatif à l'origine du virus,Gouvernement chinois,Désinformation des gouvernements et dirigeants,"['/wiki/Désinformation', '/wiki/Dali_Yang', '/wiki/Zhao_Lijian', '/wiki/Geng_Shuang', ""/wiki/Censure_d'Internet_en_république_populaire_de_Chine"", '/wiki/Diplomatie_publique', '/wiki/Groupe_des_sept_(économie)']","['https://fr.wikipedia.org/wiki/Désinformation', 'https://fr.wikipedia.org/wiki/Dali_Yang', 'https://fr.wikipedia.org/wiki/Zhao_Lijian', 'https://fr.wikipedia.org/wiki/Geng_Shuang', ""https://fr.wikipedia.org/wiki/Censure_d'Internet_en_république_populaire_de_Chine"", 'https://fr.wikipedia.org/wiki/Diplomatie_publique', 'https://fr.wikipedia.org/wiki/Groupe_des_sept_(économie)']",Disinformation of governments and managers,Chinese government,Relative to the origin of the virus
Gouvernement cubain,Gouvernement cubain,Désinformation des gouvernements et dirigeants,"['/wiki/Miguel_Díaz-Canel', '/wiki/Twitter', '/wiki/Interféron', '/wiki/Granma_(journal)']","['https://fr.wikipedia.org/wiki/Miguel_Díaz-Canel', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Interféron', 'https://fr.wikipedia.org/wiki/Granma_(journal)']",Disinformation of governments and managers,Cuban government,Cuban government
"Gouvernement français, disponibilité des masques","Gouvernement français, disponibilité des masques",Désinformation des gouvernements et dirigeants,"['/wiki/Masque_chirurgical', '/wiki/Masque_FFP2', '/wiki/Agnès_Buzyn', '/wiki/Jérôme_Salomon', '/wiki/Mediapart', '/wiki/Reflets.info', '/wiki/Réquisition', '/wiki/Ordre_national_des_pharmaciens', ""/wiki/Établissement_d'hébergement_pour_personnes_âgées_dépendantes""]","['https://fr.wikipedia.org/wiki/Masque_chirurgical', 'https://fr.wikipedia.org/wiki/Masque_FFP2', 'https://fr.wikipedia.org/wiki/Agnès_Buzyn', 'https://fr.wikipedia.org/wiki/Jérôme_Salomon', 'https://fr.wikipedia.org/wiki/Mediapart', 'https://fr.wikipedia.org/wiki/Reflets.info', 'https://fr.wikipedia.org/wiki/Réquisition', 'https://fr.wikipedia.org/wiki/Ordre_national_des_pharmaciens', ""https://fr.wikipedia.org/wiki/Établissement_d'hébergement_pour_personnes_âgées_dépendantes""]",Disinformation of governments and managers,"French government, availability of masks","French government, availability of masks"
Gouvernement russe,Gouvernement russe,Désinformation des gouvernements et dirigeants,"[""/wiki/Service_européen_pour_l'action_extérieure"", '/wiki/Pandémie_de_Covid-19_en_Russie', '/wiki/Dmitri_Peskov']","[""https://fr.wikipedia.org/wiki/Service_européen_pour_l'action_extérieure"", 'https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_Russie', 'https://fr.wikipedia.org/wiki/Dmitri_Peskov']",Disinformation of governments and managers,Russian government,Russian government
Venezuela,Venezuela,Désinformation des gouvernements et dirigeants,"['/wiki/Nicolás_Maduro', '/wiki/Twitter', '/wiki/Facebook', '/wiki/Institut_vénézuélien_de_la_recherche_scientifique', '/wiki/Agence_France-Presse', '/wiki/Vérification_des_faits']","['https://fr.wikipedia.org/wiki/Nicolás_Maduro', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/Institut_vénézuélien_de_la_recherche_scientifique', 'https://fr.wikipedia.org/wiki/Agence_France-Presse', 'https://fr.wikipedia.org/wiki/Vérification_des_faits']",Disinformation of governments and managers,Venezuela,Venezuela
Cannibalisme,Cannibalisme,Régimes alimentaires,"['/wiki/Cannibalisme', '/wiki/Chine', '/wiki/Satire', '/wiki/Fœtus', '/wiki/Avortement']","['https://fr.wikipedia.org/wiki/Cannibalisme', 'https://fr.wikipedia.org/wiki/Chine', 'https://fr.wikipedia.org/wiki/Satire', 'https://fr.wikipedia.org/wiki/Fœtus', 'https://fr.wikipedia.org/wiki/Avortement']",Food regimes,Cannibalism,Cannibalism
Consommation de chauves-souris,Consommation de chauves-souris,Régimes alimentaires,"['/wiki/Daily_Mail', '/wiki/RT_(chaîne_de_télévision)', '/wiki/Vlog', '/wiki/Palaos', '/wiki/Sina_Weibo', '/wiki/Palaos', '/wiki/Xénophobie_et_racisme_liés_à_la_pandémie_de_Covid-19']","['https://fr.wikipedia.org/wiki/Daily_Mail', 'https://fr.wikipedia.org/wiki/RT_(chaîne_de_télévision)', 'https://fr.wikipedia.org/wiki/Vlog', 'https://fr.wikipedia.org/wiki/Palaos', 'https://fr.wikipedia.org/wiki/Sina_Weibo', 'https://fr.wikipedia.org/wiki/Palaos', 'https://fr.wikipedia.org/wiki/Xénophobie_et_racisme_liés_à_la_pandémie_de_Covid-19']",Food regimes,Consumption of bats,Consumption of bats
Immunité végétarienne,Immunité végétarienne,Régimes alimentaires,"['/wiki/People_for_the_Ethical_Treatment_of_Animals', '/wiki/Élevage', '/wiki/Zoonose', '/wiki/Mème', '/wiki/Twitter']","['https://fr.wikipedia.org/wiki/People_for_the_Ethical_Treatment_of_Animals', 'https://fr.wikipedia.org/wiki/Élevage', 'https://fr.wikipedia.org/wiki/Zoonose', 'https://fr.wikipedia.org/wiki/Mème', 'https://fr.wikipedia.org/wiki/Twitter']",Food regimes,Vegetarian immunity,Vegetarian immunity
